,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Cx_lon,Cy_lat
7336,48,085,031631,2,1500000US480850316312,480850316312,2,BG,974106,0,-96.71683371,33.07648796
5663,48,085,031631,3,1500000US480850316313,480850316313,3,BG,434541,0,-96.72015983,33.07352808
5928,48,085,031632,1,1500000US480850316321,480850316321,1,BG,2578632,81472,-96.69927947,33.07840041
1184,48,085,031632,2,1500000US480850316322,480850316322,2,BG,1105151,26087,-96.70442101,33.07359295
3242,48,085,031633,1,1500000US480850316331,480850316331,1,BG,698607,0,-96.73136091,33.0678709
15496,48,085,031633,2,1500000US480850316332,480850316332,2,BG,810680,0,-96.72098828,33.06811252
3754,48,085,031634,1,1500000US480850316341,480850316341,1,BG,513426,0,-96.73069824,33.06176698
3510,48,085,031634,2,1500000US480850316342,480850316342,2,BG,337089,0,-96.72488005,33.06002125
1188,48,085,031634,3,1500000US480850316343,480850316343,3,BG,525842,0,-96.71965942,33.0609119
6989,48,085,031635,1,1500000US480850316351,480850316351,1,BG,2094421,0,-96.7011897,33.06301057
616,48,085,031635,2,1500000US480850316352,480850316352,2,BG,630911,0,-96.7134105,33.06050994
1187,48,085,031635,3,1500000US480850316353,480850316353,3,BG,274766,0,-96.71265336,33.06792455
5075,48,085,031636,1,1500000US480850316361,480850316361,1,BG,981286,0,-96.7657666,33.0672464
3705,48,085,031636,2,1500000US480850316362,480850316362,2,BG,632429,0,-96.76532639,33.05945431
730,48,085,031636,3,1500000US480850316363,480850316363,3,BG,791665,0,-96.75567863,33.06048685
6376,48,085,031636,4,1500000US480850316364,480850316364,4,BG,751499,0,-96.75555312,33.06790612
221,48,085,031637,1,1500000US480850316371,480850316371,1,BG,431823,0,-96.75331112,33.08248898
12969,48,085,031637,2,1500000US480850316372,480850316372,2,BG,581967,0,-96.75412332,33.07521668
3163,48,085,031637,3,1500000US480850316373,480850316373,3,BG,1008550,0,-96.76432788,33.08266458
1190,48,085,031637,4,1500000US480850316374,480850316374,4,BG,1142564,0,-96.76461363,33.07571994
1074,48,085,031638,1,1500000US480850316381,480850316381,1,BG,1596556,23386,-96.76048557,33.0972362
7346,48,085,031638,2,1500000US480850316382,480850316382,2,BG,686289,0,-96.75372356,33.08964482
909,48,085,031638,3,1500000US480850316383,480850316383,3,BG,1144160,0,-96.76471861,33.09017991
1980,48,085,031639,1,1500000US480850316391,480850316391,1,BG,1227804,0,-96.75941609,33.1124691
6925,48,085,031639,2,1500000US480850316392,480850316392,2,BG,905501,0,-96.75486207,33.10594109
12614,48,085,031639,3,1500000US480850316393,480850316393,3,BG,694383,0,-96.76493027,33.10397515
11675,48,085,031640,1,1500000US480850316401,480850316401,1,BG,1719350,0,-96.74151497,33.1178224
779,48,085,031640,2,1500000US480850316402,480850316402,2,BG,650248,0,-96.7477845,33.10582271
5295,48,085,031640,3,1500000US480850316403,480850316403,3,BG,1573505,0,-96.73884855,33.10757115
189,48,085,031641,1,1500000US480850316411,480850316411,1,BG,899630,0,-96.73881726,33.09683884
15690,48,085,031641,2,1500000US480850316412,480850316412,2,BG,1447423,0,-96.74360962,33.09173185
600,48,085,031642,1,1500000US480850316421,480850316421,1,BG,648442,0,-96.74071619,33.07579619
15143,48,085,031642,2,1500000US480850316422,480850316422,2,BG,900584,0,-96.7471856,33.07869549
532,48,085,031642,3,1500000US480850316423,480850316423,3,BG,484822,0,-96.74008236,33.08275871
4948,48,085,031643,1,1500000US480850316431,480850316431,1,BG,550495,0,-96.74539834,33.06866004
821,48,085,031643,2,1500000US480850316432,480850316432,2,BG,620890,0,-96.73787966,33.06498099
1061,48,085,031643,3,1500000US480850316433,480850316433,3,BG,1015660,0,-96.74491227,33.06125734
915,48,085,031645,1,1500000US480850316451,480850316451,1,BG,496377,0,-96.8377198,33.04754335
7189,48,085,031645,2,1500000US480850316452,480850316452,2,BG,983056,0,-96.83588018,33.05223232
5842,48,085,031646,1,1500000US480850316461,480850316461,1,BG,1786761,36509,-96.80069797,33.04890653
9271,48,085,031646,2,1500000US480850316462,480850316462,2,BG,3651139,22348,-96.81635191,33.05458525
9160,48,085,031646,3,1500000US480850316463,480850316463,3,BG,838152,0,-96.82542221,33.05067401
3392,48,085,031647,1,1500000US480850316471,480850316471,1,BG,547598,12341,-96.84094813,33.03837527
12504,48,085,031647,2,1500000US480850316472,480850316472,2,BG,1926602,0,-96.83502809,33.03546457
14228,48,085,031648,1,1500000US480850316481,480850316481,1,BG,1098652,13880,-96.82186537,33.04135781
14989,48,085,031648,2,1500000US480850316482,480850316482,2,BG,1710497,12982,-96.82144041,33.0332132
12696,48,085,031648,3,1500000US480850316483,480850316483,3,BG,1377077,81132,-96.80858035,33.03531988
276,48,085,031648,4,1500000US480850316484,480850316484,4,BG,986904,52954,-96.80021399,33.0354661
6611,48,085,031648,5,1500000US480850316485,480850316485,5,BG,392815,1416,-96.79695122,33.0312681
7369,48,085,031649,1,1500000US480850316491,480850316491,1,BG,1222611,901,-96.80285826,33.01684953
13469,48,085,031649,2,1500000US480850316492,480850316492,2,BG,2964469,10598,-96.83068409,33.02060015
3111,48,085,031649,3,1500000US480850316493,480850316493,3,BG,870512,26209,-96.81813973,33.02324612
837,48,085,031649,4,1500000US480850316494,480850316494,4,BG,1546056,22757,-96.80586977,33.02308549
7347,48,085,031652,1,1500000US480850316521,480850316521,1,BG,1314925,0,-96.77475681,33.0632156
9072,48,085,031652,2,1500000US480850316522,480850316522,2,BG,1227354,5043,-96.78414328,33.06233652
12934,48,085,031652,3,1500000US480850316523,480850316523,3,BG,847218,0,-96.78941774,33.06734571
9161,48,085,031652,4,1500000US480850316524,480850316524,4,BG,428505,0,-96.7933467,33.06034432
15056,48,085,031653,1,1500000US480850316531,480850316531,1,BG,535864,0,-96.77557065,33.05348543
12835,48,085,031653,2,1500000US480850316532,480850316532,2,BG,1009934,0,-96.77543892,33.04617606
1058,48,085,031653,3,1500000US480850316533,480850316533,3,BG,469158,0,-96.78449566,33.05366041
6944,48,085,031653,4,1500000US480850316534,480850316534,4,BG,717434,0,-96.78476609,33.04648086
280,48,085,031653,5,1500000US480850316535,480850316535,5,BG,845181,4194,-96.79154886,33.04939715
3959,48,085,031654,1,1500000US480850316541,480850316541,1,BG,761001,0,-96.78398378,33.03833803
3180,48,085,031654,2,1500000US480850316542,480850316542,2,BG,329953,0,-96.79196421,33.03890266
3960,48,085,031654,3,1500000US480850316543,480850316543,3,BG,721620,0,-96.77470693,33.03794
5217,48,085,031655,1,1500000US480850316551,480850316551,1,BG,493997,0,-96.78411275,33.03255438
7337,48,085,031655,2,1500000US480850316552,480850316552,2,BG,522194,0,-96.79164972,33.03077992
122,48,085,031655,3,1500000US480850316553,480850316553,3,BG,391735,0,-96.78338139,33.02905564
854,48,085,031655,4,1500000US480850316554,480850316554,4,BG,622131,0,-96.7738183,33.03051771
8883,48,085,031656,1,1500000US480850316561,480850316561,1,BG,1039435,16055,-96.83317955,33.06028336
9272,48,085,031656,2,1500000US480850316562,480850316562,2,BG,4472898,96436,-96.83328434,33.07579741
7256,48,085,031657,1,1500000US480850316571,480850316571,1,BG,3745785,48770,-96.80981911,33.08374549
2016,48,085,031657,2,1500000US480850316572,480850316572,2,BG,271706,0,-96.8220929,33.08039783
15082,48,085,031658,1,1500000US480850316581,480850316581,1,BG,1339683,70571,-96.80059802,33.06379394
7089,48,085,031658,2,1500000US480850316582,480850316582,2,BG,2723997,20956,-96.8129683,33.06946268
9159,48,085,031658,3,1500000US480850316583,480850316583,3,BG,262552,0,-96.82162815,33.07570027
3935,48,085,031659,1,1500000US480850316591,480850316591,1,BG,430172,0,-96.7995761,33.08533764
1958,48,085,031659,2,1500000US480850316592,480850316592,2,BG,327234,0,-96.79554992,33.08037906
13500,48,085,031659,3,1500000US480850316593,480850316593,3,BG,243749,0,-96.79399992,33.07380588
8884,48,085,031660,1,1500000US480850316601,480850316601,1,BG,796732,0,-96.79258834,33.0898456
931,48,085,031660,2,1500000US480850316602,480850316602,2,BG,587773,306,-96.80095764,33.09111916
1957,48,085,031661,1,1500000US480850316611,480850316611,1,BG,2603586,0,-96.78668818,33.10102912
7269,48,085,031661,2,1500000US480850316612,480850316612,2,BG,414554,0,-96.77380479,33.10377772
1979,48,085,031662,1,1500000US480850316621,480850316621,1,BG,904944,0,-96.7840292,33.09106836
2008,48,085,031662,2,1500000US480850316622,480850316622,2,BG,599572,0,-96.77545934,33.09658634
6977,48,085,031662,3,1500000US480850316623,480850316623,3,BG,609030,0,-96.77559472,33.08943624
8948,48,085,031663,1,1500000US480850316631,480850316631,1,BG,972786,0,-96.78666497,33.08221904
4985,48,085,031663,2,1500000US480850316632,480850316632,2,BG,505682,0,-96.77572289,33.08281024
49,48,085,031664,1,1500000US480850316641,480850316641,1,BG,675242,0,-96.77572064,33.07552179
1063,48,085,031664,2,1500000US480850316642,480850316642,2,BG,1069325,0,-96.78526644,33.07478485
5640,48,085,031704,1,1500000US480850317041,480850317041,1,BG,253138,0,-96.84138458,32.995134
6761,48,085,031704,2,1500000US480850317042,480850317042,2,BG,510717,0,-96.83403067,32.99496323
1031,48,085,031704,3,1500000US480850317043,480850317043,3,BG,267919,0,-96.84143052,32.99011564
1182,48,085,031704,4,1500000US480850317044,480850317044,4,BG,512223,0,-96.8340599,32.98984411
2037,48,085,031706,1,1500000US480850317061,480850317061,1,BG,864731,0,-96.82532743,32.99305907
8992,48,085,031706,2,1500000US480850317062,480850317062,2,BG,935377,23911,-96.81799201,32.99334056
14325,48,085,031708,1,1500000US480850317081,480850317081,1,BG,845795,17867,-96.81037522,32.99256829
418,48,085,031708,2,1500000US480850317082,480850317082,2,BG,704301,0,-96.80325588,32.99320184
15030,48,085,031708,3,1500000US480850317083,480850317083,3,BG,786004,0,-96.79726481,32.99183149
6754,48,085,031709,1,1500000US480850317091,480850317091,1,BG,1729912,0,-96.77500175,33.00428609
1192,48,085,031709,2,1500000US480850317092,480850317092,2,BG,1154762,0,-96.78986603,33.00733317
14112,48,085,031709,3,1500000US480850317093,480850317093,3,BG,923481,0,-96.78727079,33.00077285
14248,48,085,031711,1,1500000US480850317111,480850317111,1,BG,565629,0,-96.84079158,33.00217028
7328,48,085,031711,2,1500000US480850317112,480850317112,2,BG,668776,17694,-96.83320475,33.00150935
9073,48,085,031712,1,1500000US480850317121,480850317121,1,BG,290686,0,-96.83607168,33.01181803
2009,48,085,031712,2,1500000US480850317122,480850317122,2,BG,399417,0,-96.83804124,33.00947259
12815,48,085,031712,3,1500000US480850317123,480850317123,3,BG,364552,0,-96.83511911,33.00696257
15009,48,085,031712,4,1500000US480850317124,480850317124,4,BG,439476,4684,-96.83692561,33.01439049
14595,48,085,031713,1,1500000US480850317131,480850317131,1,BG,267123,0,-96.82727654,33.00104184
2010,48,085,031713,2,1500000US480850317132,480850317132,2,BG,158288,0,-96.82685885,33.00541098
9104,48,085,031713,3,1500000US480850317133,480850317133,3,BG,250421,0,-96.82084717,33.00194813
2011,48,085,031713,4,1500000US480850317134,480850317134,4,BG,124510,0,-96.82384421,33.0016893
3958,48,085,031714,1,1500000US480850317141,480850317141,1,BG,120678,0,-96.82203298,33.00572342
9168,48,085,031714,2,1500000US480850317142,480850317142,2,BG,524698,0,-96.81740815,33.00448881
4892,48,085,031714,3,1500000US480850317143,480850317143,3,BG,179313,0,-96.82425757,33.0091758
9074,48,085,031714,4,1500000US480850317144,480850317144,4,BG,605133,650,-96.82333635,33.01161821
7348,48,085,031715,1,1500000US480850317151,480850317151,1,BG,1247338,0,-96.80806738,33.00714246
5261,48,085,031715,2,1500000US480850317152,480850317152,2,BG,569443,0,-96.80764148,33.00892303
1191,48,085,031716,1,1500000US480850317161,480850317161,1,BG,416127,2078,-96.80059205,33.00095431
10002,48,085,031716,2,1500000US480850317162,480850317162,2,BG,303592,0,-96.80693496,33.00351741
2012,48,085,031717,1,1500000US480850317171,480850317171,1,BG,243952,0,-96.79757073,33.00757769
71,48,085,031717,2,1500000US480850317172,480850317172,2,BG,226095,2477,-96.80035333,33.00474421
12081,48,085,031718,1,1500000US480850317181,480850317181,1,BG,462910,0,-96.78223648,32.99168775
2039,48,085,031718,2,1500000US480850317182,480850317182,2,BG,1073035,0,-96.78906681,32.99227684
5224,48,085,031719,1,1500000US480850317191,480850317191,1,BG,458297,1556,-96.77158024,32.99465154
689,48,085,031719,2,1500000US480850317192,480850317192,2,BG,464162,0,-96.77803861,32.99398944
9105,48,085,031720,1,1500000US480850317201,480850317201,1,BG,126710,0,-96.77077691,32.9886879
13501,48,085,031720,2,1500000US480850317202,480850317202,2,BG,220992,0,-96.77157213,32.98982437
9106,48,085,031720,3,1500000US480850317203,480850317203,3,BG,165213,0,-96.77583138,32.98808605
12834,48,085,031802,1,1500000US480850318021,480850318021,1,BG,1044293,0,-96.72948779,33.01345787
2013,48,085,031802,2,1500000US480850318022,480850318022,2,BG,1407494,0,-96.71918549,33.00070576
12784,48,085,031802,3,1500000US480850318023,480850318023,3,BG,1233939,0,-96.71503477,33.01508478
7338,48,085,031802,4,1500000US480850318024,480850318024,4,BG,686023,8426,-96.72079926,33.01123595
2017,48,085,031802,5,1500000US480850318025,480850318025,5,BG,1135263,6331,-96.71929386,33.0060358
12836,48,085,031804,1,1500000US480850318041,480850318041,1,BG,1155111,1442,-96.7326347,32.99208139
4202,48,085,031804,2,1500000US480850318042,480850318042,2,BG,844181,1669,-96.74081944,32.99180589
9071,48,085,031804,3,1500000US480850318043,480850318043,3,BG,2610792,3543,-96.7612176,32.99666039
12832,48,085,031804,4,1500000US480850318044,480850318044,4,BG,1411703,0,-96.750445,32.99180832
3136,48,085,031805,1,1500000US480850318051,480850318051,1,BG,3313435,34817,-96.69617328,32.99120673
14002,48,085,031805,2,1500000US480850318052,480850318052,2,BG,1339002,2423,-96.71545504,32.99187582
3286,48,085,031805,3,1500000US480850318053,480850318053,3,BG,793287,0,-96.72434474,32.99171484
9107,48,085,031806,1,1500000US480850318061,480850318061,1,BG,261780,0,-96.7334239,32.99879889
5851,48,085,031806,2,1500000US480850318062,480850318062,2,BG,995269,0,-96.74139071,33.00092639
12315,48,085,031807,1,1500000US480850318071,480850318071,1,BG,2234279,0,-96.75744212,33.0100579
3160,48,085,031807,2,1500000US480850318072,480850318072,2,BG,545735,0,-96.75471366,33.01687007
1189,48,085,031807,3,1500000US480850318073,480850318073,3,BG,892604,0,-96.74168727,33.01666576
15488,48,085,031807,4,1500000US480850318074,480850318074,4,BG,1534018,0,-96.74085428,33.0090508
15160,48,085,031900,1,1500000US480850319001,480850319001,1,BG,1405474,0,-96.70327903,33.02850141
9108,48,085,031900,2,1500000US480850319002,480850319002,2,BG,9093343,0,-96.68705141,33.00725947
14288,48,085,031900,3,1500000US480850319003,480850319003,3,BG,427794,0,-96.70616944,33.02053715
12331,48,085,032003,1,1500000US480850320031,480850320031,1,BG,632950,0,-96.68621891,33.02755584
12667,48,085,032003,2,1500000US480850320032,480850320032,2,BG,681464,0,-96.69490843,33.02761427
6034,48,085,032003,3,1500000US480850320033,480850320033,3,BG,496169,0,-96.6948688,33.02111027
4220,48,085,032003,4,1500000US480850320034,480850320034,4,BG,491175,0,-96.68657188,33.02104913
11893,48,085,032004,1,1500000US480850320041,480850320041,1,BG,811773,0,-96.67068912,33.02743765
158,48,085,032004,2,1500000US480850320042,480850320042,2,BG,366033,0,-96.67918611,33.02810335
3493,48,085,032004,3,1500000US480850320043,480850320043,3,BG,384529,0,-96.67933112,33.0206992
93,48,085,032004,4,1500000US480850320044,480850320044,4,BG,396697,0,-96.67419667,33.02047848
4258,48,085,032004,5,1500000US480850320045,480850320045,5,BG,544148,0,-96.66811417,33.02119255
556,48,085,032004,6,1500000US480850320046,480850320046,6,BG,204218,0,-96.66771676,33.01609981
14155,48,085,032008,1,1500000US480850320081,480850320081,1,BG,3108128,2600,-96.67352294,33.04501867
5831,48,085,032008,2,1500000US480850320082,480850320082,2,BG,700871,0,-96.67378796,33.03707671
14324,48,085,032008,3,1500000US480850320083,480850320083,3,BG,399195,0,-96.6784284,33.0336963
4351,48,085,032009,1,1500000US480850320091,480850320091,1,BG,3324515,6035,-96.65464566,32.99086819
552,48,085,032009,2,1500000US480850320092,480850320092,2,BG,738574,0,-96.67935317,32.99135277
15736,48,085,032009,3,1500000US480850320093,480850320093,3,BG,996875,0,-96.67223221,32.99044899
12404,48,085,032010,1,1500000US480850320101,480850320101,1,BG,931755,0,-96.65927365,33.02448293
9311,48,085,032010,2,1500000US480850320102,480850320102,2,BG,2707437,6267,-96.64951457,33.01244927
7339,48,085,032010,3,1500000US480850320103,480850320103,3,BG,453891,0,-96.65809862,33.01727897
1988,48,085,032011,1,1500000US480850320111,480850320111,1,BG,2803231,16639,-96.65248343,33.00324341
13571,48,085,032011,2,1500000US480850320112,480850320112,2,BG,958004,0,-96.63564708,32.98869793
6961,48,085,032011,3,1500000US480850320113,480850320113,3,BG,866867,31486,-96.63596588,32.99695341
10003,48,085,032011,4,1500000US480850320114,480850320114,4,BG,384514,0,-96.64456339,32.99743521
5243,48,085,032012,1,1500000US480850320121,480850320121,1,BG,683167,0,-96.69430365,33.03509226
1010,48,085,032012,2,1500000US480850320122,480850320122,2,BG,922413,0,-96.6858892,33.03677789
12060,48,085,032013,1,1500000US480850320131,480850320131,1,BG,2420496,0,-96.68323312,33.0649847
3185,48,085,032013,2,1500000US480850320132,480850320132,2,BG,559196,0,-96.6986667,33.04520831
9162,48,085,032013,3,1500000US480850320133,480850320133,3,BG,2348396,30989,-96.68990449,33.04787496
7353,48,087,950300,1,1500000US480879503001,480879503001,1,BG,2360487072,2279193,-67.67250057,23.4627345
15139,48,087,950300,2,1500000US480879503002,480879503002,2,BG,14580591,0,-100.2231605,34.87208746
14856,48,087,950300,3,1500000US480879503003,480879503003,3,BG,2656688,0,-100.2138936,34.84178312
4409,48,087,950300,4,1500000US480879503004,480879503004,4,BG,1025581,0,-100.2110589,34.85315839
6156,48,089,750100,1,1500000US480897501001,480897501001,1,BG,1091669,3267,-96.32834005,29.57813701
6751,48,089,750100,2,1500000US480897501002,480897501002,2,BG,2110729,7695,-96.33575689,29.59173639
15186,48,089,750100,3,1500000US480897501003,480897501003,3,BG,492253795,12943012,-63.91168761,19.6543478
6758,48,089,750100,4,1500000US480897501004,480897501004,4,BG,2250112,0,-96.32082011,29.58908036
8387,48,089,750200,1,1500000US480897502001,480897502001,1,BG,98688527,2244267,-96.41342201,29.44987251
7153,48,089,750200,2,1500000US480897502002,480897502002,2,BG,572987111,7950324,-96.53299698,29.45415285
